LoanID,CustomerID,BranchID,LoanType,PrincipalAmount,InterestRate,TermMonths,StartDate,Status
858,2645,703,Mortgage,374370.64,8.65,48,2025-05-01,Active
859,34,532,Auto,31696.94,7.01,24,2022-11-11,Active
860,4530,532,Student,29984.04,7.42,36,2023-07-24,Active
861,9580,195,Mortgage,286004.37,3.88,24,2025-04-14,Active
862,6917,132,Mortgage,47060.22,12.46,48,2024-09-26,Paid
863,1784,617,Personal,69015.05,3.89,36,2023-01-17,Active
864,4700,350,Personal,425428.53,11.41,36,2025-12-30,Paid
865,1373,658,Mortgage,207061.24,8.44,60,2024-04-09,Active
866,8668,833,Mortgage,27288.23,8.23,12,2025-05-11,Paid
867,457,189,Student,207515.02,9.23,48,2022-07-26,Active
868,5540,106,Auto,49557.21,4.89,24,2024-09-07,Active
869,9345,263,Student,417908.13,4.9,24,2025-10-06,Active
870,2112,444,Mortgage,9661.83,11.93,12,2024-01-21,Active
871,4844,338,Student,167656.63,9.37,36,2021-08-09,Paid
872,1538,489,Student,150210.3,8.85,60,2021-05-28,Active
873,2916,467,Student,446482.33,8.15,12,2025-04-07,Paid
874,7468,127,Student,129957.93,10.53,60,2022-07-02,Active
875,7761,532,Personal,80632.39,12.48,48,2026-01-05,Active
876,8129,195,Student,139224.65,11.25,48,2023-11-09,Active
877,5131,325,Student,472483.39,4.16,12,2023-03-29,Active
878,6001,990,Auto,363876.94,10.78,120,2025-08-19,Active
879,8245,350,Student,115251.31,6.33,120,2024-04-30,Active
880,5766,106,Student,69211.38,6.03,48,2025-10-10,Active
881,6493,263,Auto,7492.29,6.82,24,2021-05-19,Active
882,429,925,Auto,450768.9,11.03,24,2021-07-16,Active
883,912,617,Student,484036.79,4.3,48,2026-03-27,Active
884,808,854,Auto,229895.02,9.66,48,2025-08-28,Active
885,3541,467,Auto,71072.96,6.45,36,2024-12-16,Active
886,3616,263,Personal,17034.48,7.71,48,2024-12-31,Active
887,6358,242,Student,230242.86,10.82,24,2026-02-23,Active
888,2118,716,Personal,205110.78,9.11,48,2022-09-06,Active
889,5742,448,Personal,193209.07,4.23,48,2023-08-03,Active
890,1160,195,Student,85317.18,4.62,48,2023-12-22,Active
891,383,338,Mortgage,327456.36,4.58,60,2021-06-14,Active
892,4524,303,Auto,103230.32,8.36,12,2024-02-03,Active
893,7852,106,Personal,257183.28,9.07,12,2021-11-11,Active
894,6510,704,Student,264501.74,9.26,60,2023-08-02,Paid
895,6705,448,Auto,331474.08,3.69,48,2021-07-22,Active
896,3295,204,Student,485642.43,10.45,120,2023-12-14,Active
897,9313,350,Student,181914.89,10.58,24,2025-08-04,Active
898,4671,833,Mortgage,404021.24,4.14,36,2025-04-14,Active
899,4346,448,Mortgage,28274.17,7.69,48,2023-03-19,Active
900,8476,925,Personal,460506.07,8.6,12,2024-03-30,Active
901,5069,467,Personal,310198.48,3.83,12,2025-06-17,Paid
902,2875,242,Auto,355177.51,8.53,360,2024-07-01,Active
903,7793,467,Personal,335421.31,9.67,60,2023-08-20,Active
904,8198,323,Student,292542.9,5.22,24,2023-03-26,Active
905,5626,338,Personal,91216.82,9.25,120,2023-10-02,Active
906,4933,303,Auto,426003.64,5.18,120,2024-01-18,Active
907,7693,928,Mortgage,379538.08,4.69,60,2023-04-23,Paid
908,9860,928,Auto,214551.48,6.41,360,2024-07-22,Active
909,941,703,Auto,406793.61,4.43,36,2023-10-23,Active
910,5387,877,Mortgage,322520.81,10.54,24,2026-02-13,Active
911,1688,859,Student,319793.79,9.44,360,2024-08-23,Defaulted
912,3459,263,Auto,146375.97,6.11,36,2022-03-01,Active
913,915,130,Student,407449.74,4.6,12,2021-11-01,Active
914,5151,529,Student,270126.81,9.08,120,2025-06-16,Active
915,1265,320,Mortgage,166505.64,7.61,60,2025-07-23,Active
916,4917,199,Auto,174075.36,9.95,60,2026-03-11,Active
917,2569,559,Personal,148952.98,12.32,48,2025-02-03,Active
918,1008,325,Mortgage,186999.89,7.37,360,2025-03-12,Active
919,674,928,Personal,357409.4,7.25,48,2022-07-10,Defaulted
920,4856,467,Personal,487971.26,7.42,60,2022-08-01,Active
921,9535,489,Personal,185583.17,3.68,120,2022-09-05,Paid
922,3305,658,Personal,112888.75,3.71,12,2022-07-07,Paid
923,1406,381,Auto,25350.16,9.6,36,2024-12-17,Active
924,4473,765,Personal,61676.71,11.86,24,2023-12-05,Active
925,9911,859,Personal,115978.26,12.36,60,2024-07-14,Paid
926,1512,328,Mortgage,305767.52,9.99,36,2022-01-11,Active
927,1306,658,Student,464808.19,10.94,360,2024-01-24,Active
928,8578,448,Student,213502.72,4.74,48,2023-05-15,Active
929,8119,444,Auto,489804.75,5.14,12,2023-04-30,Active
930,6697,242,Mortgage,148884.64,8.36,36,2021-08-08,Paid
931,3633,704,Student,363560.73,9.15,48,2021-05-26,Paid
932,3931,703,Student,49787.85,4.59,360,2022-07-27,Active
933,6708,189,Student,97871.33,7.43,48,2025-07-15,Active
934,6494,881,Mortgage,33645.64,3.79,24,2021-05-28,Active
935,5055,818,Student,283628.24,8.17,12,2022-06-19,Paid
936,5750,858,Auto,122710.33,4.66,120,2025-03-23,Active
937,5023,877,Mortgage,298762.07,3.99,48,2024-05-26,Active
938,973,814,Student,26034.34,8.52,48,2021-10-27,Active
939,1478,199,Personal,447091.71,11.77,60,2025-05-12,Active
940,5863,858,Personal,279094.84,11.03,36,2024-11-17,Paid
941,5505,204,Mortgage,142129.45,7.69,48,2025-04-24,Active
942,4627,189,Mortgage,94854.72,4.43,12,2025-01-10,Active
943,7900,242,Mortgage,479293.23,9.04,48,2026-02-06,Active
944,9672,242,Auto,297677.54,4.45,12,2023-05-19,Active
945,3944,877,Personal,289623.98,10.63,36,2025-11-19,Active
946,412,194,Student,425174.12,11.89,48,2021-08-22,Paid
947,3429,444,Auto,255685.42,7.71,120,2024-01-10,Defaulted
948,5969,242,Personal,209845.42,7.38,60,2022-03-26,Active
949,6885,881,Personal,65766.82,8.66,60,2023-06-16,Active
950,1935,814,Personal,486252.69,4.6,60,2024-05-11,Active
951,4139,303,Personal,248668.58,12.27,12,2023-05-10,Active
952,7465,716,Mortgage,281054.96,7.61,24,2026-01-09,Active
953,2844,384,Mortgage,418851.57,7.84,60,2024-07-09,Active
954,3117,194,Mortgage,251376.43,8.91,24,2021-05-24,Active
955,8276,765,Auto,175119.48,10.2,60,2022-04-22,Active
956,7310,259,Mortgage,49755.02,11.03,60,2025-01-03,Active
957,6587,384,Mortgage,484456.63,10.14,12,2025-09-12,Active
958,4744,467,Auto,151358.88,8.9,60,2021-11-28,Paid
959,4778,325,Auto,59050.98,5.11,48,2022-08-18,Active
960,8410,754,Mortgage,338297.57,12.02,60,2021-08-18,Active
961,57,529,Mortgage,374596.13,4.31,360,2025-07-19,Paid
962,5715,328,Mortgage,223278.01,12.05,60,2024-03-21,Active
963,7482,674,Auto,341286.98,6.39,48,2021-05-13,Active
964,42,532,Personal,68791.55,11.94,60,2021-10-10,Active
965,1460,338,Auto,42488.8,4.32,36,2021-07-11,Active
966,2619,833,Personal,116875.43,8.04,60,2024-09-25,Active
967,1274,189,Mortgage,64838.27,7.12,24,2021-12-31,Active
968,8437,990,Student,376959.54,11.58,36,2024-04-09,Paid
969,128,448,Personal,199082.21,7.39,360,2024-06-03,Active
970,6739,325,Student,37840.35,5.69,48,2025-10-25,Active
971,8502,194,Student,360723.06,6.43,360,2024-04-04,Active
972,5348,130,Auto,413984.06,10.74,12,2026-02-22,Active
973,718,765,Personal,390432.85,6.28,60,2023-03-05,Active
974,16,467,Personal,209765.8,4.04,60,2026-04-16,Active
975,6387,877,Auto,352351.44,10.79,24,2022-08-24,Active
976,6570,323,Personal,420480.5,4.74,12,2022-07-14,Active
977,4281,674,Personal,214654.48,5.17,24,2023-07-05,Active
978,9693,617,Personal,428282.48,11.81,120,2023-06-28,Active
979,532,132,Mortgage,362433.41,9.3,48,2024-01-09,Active
980,5363,928,Personal,423731.88,11.51,24,2024-05-03,Active
981,6637,328,Personal,136100.52,4.61,36,2025-01-08,Active
982,9301,754,Auto,294650.3,4.68,24,2024-03-11,Active
983,1743,658,Personal,109445.38,10.29,60,2022-11-12,Active
984,1553,214,Auto,382976.1,8.38,360,2023-02-12,Active
985,8777,384,Mortgage,32513.16,11.0,60,2022-11-08,Active
986,2710,703,Student,89528.27,9.26,36,2022-05-24,Active
987,4192,263,Personal,153331.9,9.64,36,2022-02-16,Paid
988,7048,448,Mortgage,390241.32,9.45,120,2023-11-23,Paid
989,7951,263,Auto,151831.59,6.49,36,2025-11-14,Active
990,2325,132,Mortgage,31145.35,7.5,12,2023-12-10,Active
991,2904,195,Personal,223556.24,10.3,36,2023-09-09,Active
992,5742,792,Auto,73918.57,5.66,12,2022-01-09,Active
993,2401,323,Student,174180.06,3.51,120,2022-12-03,Active
994,4005,444,Student,87812.09,11.82,48,2026-03-05,Active
995,9600,990,Mortgage,432595.63,10.86,12,2026-03-14,Active
996,4119,325,Auto,25725.28,5.26,60,2024-06-27,Paid
997,3273,303,Auto,234198.33,8.68,360,2022-01-14,Active
998,8564,658,Auto,266273.83,9.68,48,2025-02-11,Paid
999,6653,529,Personal,492338.9,7.82,24,2024-09-24,Active
1000,2827,990,Personal,264543.44,5.41,36,2026-02-09,Active
1001,5838,338,Mortgage,462699.91,7.26,60,2023-01-02,Active
1002,4816,448,Student,180097.95,8.71,60,2023-02-01,Active
1003,3627,194,Personal,489770.56,7.75,12,2021-10-01,Active
1004,4363,381,Mortgage,71564.67,12.26,360,2023-05-04,Paid
1005,2861,263,Student,480974.49,11.88,60,2026-01-01,Active
1006,536,833,Mortgage,271716.65,10.55,120,2021-12-25,Active
1007,6402,765,Auto,401378.61,10.45,24,2024-01-03,Active
1008,3773,125,Student,64986.04,9.85,12,2025-01-01,Active
1009,5790,303,Mortgage,206510.83,6.71,12,2026-04-11,Paid
1010,3773,617,Auto,178824.38,8.71,48,2024-02-04,Active
1011,1139,323,Student,492331.59,8.59,12,2026-04-22,Paid
1012,9608,106,Personal,151795.03,6.0,12,2021-08-31,Paid
1013,3902,703,Student,247623.14,10.63,24,2025-05-29,Active
1014,6640,263,Mortgage,411192.09,5.15,36,2021-06-04,Active
1015,2480,814,Student,30631.96,4.44,48,2024-04-13,Active
1016,1579,854,Auto,192147.0,5.17,24,2025-01-05,Active
1017,7570,263,Student,199495.88,9.06,24,2024-06-14,Active
1018,8013,384,Auto,30648.14,7.19,60,2021-11-12,Active
1019,8887,320,Student,489302.45,7.51,36,2021-06-03,Defaulted
1020,3436,881,Student,181190.99,8.48,24,2024-12-24,Paid
1021,6816,854,Student,410107.86,3.8,360,2023-02-01,Active
1022,2976,990,Auto,429800.15,11.03,60,2024-10-22,Active
1023,5168,674,Auto,53784.79,8.84,360,2022-04-06,Active
1024,9778,127,Mortgage,367296.53,6.88,48,2021-11-07,Active
1025,9619,106,Mortgage,412713.78,7.88,48,2022-07-03,Active
1026,6601,925,Personal,40701.63,6.97,36,2025-09-22,Active
1027,6563,818,Auto,427912.62,4.29,36,2025-06-07,Active
1028,3106,716,Student,191030.81,7.63,36,2023-10-15,Active
1029,6726,204,Mortgage,310007.31,8.61,120,2021-08-29,Paid
1030,2364,489,Personal,117002.44,8.92,360,2025-08-02,Active
1031,3051,303,Student,193032.5,4.44,12,2022-04-10,Active
1032,4214,716,Student,260603.46,5.51,24,2021-11-08,Active
1033,2997,925,Auto,387964.83,4.99,120,2025-03-02,Active
1034,4043,928,Personal,455200.41,7.49,360,2022-12-07,Active
1035,4884,125,Personal,183268.72,8.92,360,2021-07-10,Active
1036,7007,467,Personal,424308.61,9.41,120,2024-07-04,Active
1037,1568,381,Student,63591.69,3.63,48,2026-03-24,Active
1038,4413,877,Personal,288357.09,6.08,120,2023-04-06,Active
1039,9866,189,Student,326924.68,11.19,36,2025-10-27,Active
1040,1604,858,Auto,444576.14,12.14,48,2022-07-19,Active
1041,6778,444,Auto,392411.32,5.41,120,2021-11-25,Active
1042,5336,765,Mortgage,36493.06,12.12,12,2023-08-27,Active
1043,7385,854,Auto,225102.56,6.2,48,2023-12-25,Active
1044,3144,214,Personal,152739.21,6.31,48,2022-06-09,Active
1045,2403,350,Personal,24332.87,9.77,24,2025-12-12,Active
1046,3981,881,Student,98589.28,5.88,36,2025-01-22,Active
1047,14,532,Auto,186003.42,4.85,12,2025-09-23,Active
1048,3764,204,Auto,128766.54,11.77,24,2026-04-09,Active
1049,7909,990,Auto,498930.91,9.76,48,2026-04-01,Active
1050,8741,303,Auto,245184.15,5.73,12,2026-02-12,Active
1051,5737,854,Personal,74779.58,11.01,60,2024-09-06,Active
1052,2897,350,Mortgage,443735.04,10.99,120,2022-06-17,Active
1053,5307,132,Auto,474216.79,3.51,12,2025-08-10,Active
1054,1208,263,Student,378681.73,3.68,360,2026-03-19,Active
1055,3823,818,Personal,432373.46,8.36,48,2023-04-22,Active
1056,1986,323,Auto,48858.6,12.38,60,2021-05-17,Active
1057,7598,130,Mortgage,234970.89,6.63,360,2022-11-26,Defaulted
1058,2203,617,Personal,355936.12,3.94,120,2026-01-04,Active
1059,857,199,Auto,199813.59,6.79,360,2023-10-02,Active
1060,6225,990,Mortgage,204236.55,4.03,24,2021-10-16,Active
1061,3866,214,Auto,241008.15,10.26,48,2024-05-18,Active
1062,8905,194,Auto,63142.0,9.85,24,2022-07-16,Active
1063,7251,448,Mortgage,230571.1,9.74,120,2021-12-12,Active
1064,7559,303,Mortgage,208911.91,6.11,24,2025-08-02,Defaulted
1065,8190,532,Student,130721.16,4.41,12,2024-05-13,Active
1066,6855,658,Mortgage,363534.95,11.68,120,2021-09-18,Defaulted
1067,436,323,Mortgage,161692.44,9.19,24,2024-01-14,Active
1068,7896,448,Student,195100.91,10.49,360,2024-07-27,Active
1069,5500,859,Personal,256779.76,9.02,360,2021-10-03,Active
1070,7407,381,Mortgage,410491.67,8.5,24,2026-01-26,Active
1071,3873,242,Personal,298734.92,9.86,48,2022-12-04,Active
1072,9486,132,Auto,434348.43,4.11,24,2022-03-21,Active
1073,1415,189,Auto,499780.29,7.97,36,2026-03-02,Paid
1074,2643,263,Auto,430860.16,6.09,36,2022-02-16,Active
1075,2680,467,Student,407568.18,5.86,48,2022-08-02,Active
1076,7684,338,Personal,457941.8,7.17,36,2024-10-13,Active
1077,5065,195,Mortgage,234976.97,4.99,60,2021-10-06,Active
1078,9867,195,Auto,78979.39,3.7,36,2023-07-19,Paid
1079,9508,132,Auto,159187.65,3.6,48,2025-12-16,Active
1080,153,467,Mortgage,33523.31,5.5,120,2024-04-27,Active
1081,3156,204,Mortgage,199339.48,6.45,360,2025-10-21,Active
1082,2725,323,Personal,85492.14,12.49,36,2026-02-19,Active
1083,8127,877,Auto,142954.72,4.42,12,2024-11-22,Active
1084,9603,854,Personal,124217.46,8.86,24,2024-01-31,Active
1085,1598,877,Auto,464466.68,8.44,48,2023-07-21,Paid
1086,4489,242,Mortgage,397239.3,7.27,60,2026-01-01,Paid
1087,1075,448,Student,181664.81,8.2,12,2021-11-21,Active
1088,1817,325,Mortgage,383020.57,7.14,360,2025-12-21,Active
1089,3306,444,Mortgage,74319.84,4.98,24,2023-08-16,Active
1090,1984,303,Auto,274024.13,6.8,120,2023-08-18,Active
1091,2215,325,Student,54164.93,6.23,60,2021-06-11,Active
1092,5849,214,Mortgage,61460.62,10.47,24,2023-05-15,Active
1093,7803,323,Personal,353778.24,12.28,60,2025-12-07,Active
1094,519,189,Personal,188612.27,6.44,24,2024-12-13,Defaulted
1095,319,106,Student,111696.78,12.2,36,2024-04-25,Active
1096,8941,703,Mortgage,121269.54,6.23,48,2023-12-06,Active
1097,9984,858,Mortgage,245170.05,11.39,120,2025-03-20,Active
1098,1250,199,Auto,476547.35,4.42,360,2021-11-25,Active
1099,4308,204,Mortgage,459557.54,7.23,12,2022-11-25,Paid
1100,6811,467,Personal,459006.31,8.64,12,2025-07-24,Active
1101,3853,925,Personal,154636.64,10.56,360,2021-09-30,Paid
1102,8549,242,Student,34456.66,4.29,36,2024-06-25,Active
1103,2611,658,Personal,56081.7,7.74,120,2023-06-20,Defaulted
1104,1142,125,Student,377686.91,5.29,60,2025-08-26,Paid
1105,5470,263,Auto,309058.99,6.21,48,2025-03-14,Active
1106,7720,716,Student,404807.24,11.73,48,2023-11-30,Active
1107,1234,881,Mortgage,184597.64,6.98,24,2025-10-25,Paid
1108,7969,792,Student,243743.89,7.81,48,2025-04-29,Active
1109,4917,928,Auto,124743.7,11.62,360,2021-08-16,Active
1110,8858,658,Mortgage,64250.72,6.51,48,2024-03-03,Active
1111,5741,127,Mortgage,200550.34,3.82,36,2024-09-14,Active
1112,3471,703,Personal,350176.34,12.16,360,2024-07-19,Active
1113,8366,674,Personal,445997.73,9.04,36,2022-08-12,Paid
1114,6644,320,Auto,248573.29,6.91,60,2023-03-24,Paid
1115,1759,925,Mortgage,141158.72,4.6,24,2021-07-18,Active
1116,96,754,Student,269219.46,9.81,24,2021-09-17,Active
1117,4268,242,Student,85971.93,5.76,60,2024-06-21,Active
1118,1374,199,Auto,111447.26,9.41,48,2024-08-25,Active
1119,9819,444,Mortgage,464814.12,4.42,36,2021-05-15,Paid
1120,8236,338,Personal,104250.53,5.16,60,2026-04-13,Active
1121,2783,467,Mortgage,204321.23,11.71,12,2023-12-09,Active
1122,1774,125,Personal,334848.94,11.86,360,2023-08-17,Active
1123,6933,448,Student,46242.41,11.31,360,2024-08-21,Paid
1124,7842,242,Mortgage,488649.58,11.95,48,2022-03-25,Active
1125,4986,338,Student,41880.87,3.85,12,2024-05-18,Active
1126,3769,448,Student,49937.6,7.48,36,2021-05-26,Active
1127,8475,489,Auto,361201.94,4.51,24,2022-02-20,Active
1128,2510,858,Student,215829.26,9.95,48,2022-06-28,Paid
1129,4281,328,Student,152586.17,3.79,12,2023-03-12,Active
1130,2547,754,Mortgage,177516.15,9.9,24,2024-02-27,Active
1131,4532,617,Student,38740.0,3.91,120,2021-10-04,Active
1132,6502,303,Student,184195.81,4.88,360,2024-11-09,Active
1133,3103,925,Student,492284.88,8.9,48,2024-09-01,Active
1134,9303,132,Mortgage,483214.84,6.48,36,2024-07-02,Active
1135,158,325,Mortgage,177083.73,9.51,24,2024-07-05,Active
1136,5754,814,Student,347616.56,11.0,24,2024-12-28,Active
1137,645,754,Auto,106428.35,8.93,120,2021-10-12,Active
1138,1525,990,Mortgage,195717.88,10.32,12,2024-05-16,Active
1139,5173,990,Personal,318772.04,4.01,120,2021-07-23,Active
1140,5870,716,Auto,211701.36,5.47,120,2024-04-12,Active
1141,7375,214,Mortgage,321585.03,4.36,48,2021-06-27,Paid
1142,8456,194,Student,429684.46,11.33,24,2025-08-29,Paid
1143,6719,259,Student,293692.52,3.7,24,2024-05-18,Active
1144,2266,204,Student,138407.04,8.07,12,2024-06-24,Paid
1145,5130,467,Auto,296734.3,7.68,360,2025-03-16,Active
1146,9786,199,Auto,244868.16,3.88,120,2024-12-14,Active
1147,7111,338,Auto,363852.79,5.97,360,2024-02-12,Active
1148,566,858,Personal,391290.59,4.93,60,2025-06-07,Active
1149,6285,127,Student,116918.71,5.28,120,2025-11-19,Active
1150,5625,928,Student,24554.01,11.26,120,2026-03-13,Active
1151,9371,881,Auto,175018.79,4.59,24,2023-02-14,Active
1152,7312,130,Auto,43611.42,7.32,48,2025-05-12,Active
1153,4800,381,Student,292027.84,4.04,48,2026-03-09,Active
1154,1082,448,Personal,161054.98,6.75,48,2023-06-05,Active
1155,2895,204,Personal,240093.01,8.14,24,2026-04-11,Active
1156,93,674,Personal,173799.26,8.09,12,2022-02-16,Active
1157,210,617,Student,205882.28,9.52,36,2023-12-08,Active
1158,9799,204,Student,280505.78,7.3,60,2025-06-16,Active
1159,8042,489,Auto,258041.4,11.59,12,2023-07-31,Active
1160,538,858,Auto,381411.28,6.4,120,2023-03-26,Active
1161,2365,703,Student,55423.95,4.4,24,2025-03-28,Paid
1162,6927,132,Auto,300659.45,8.26,24,2022-08-09,Active
1163,3436,559,Auto,422385.85,3.94,24,2026-02-18,Active
1164,1420,858,Student,437471.56,9.52,360,2021-08-31,Active
1165,2459,704,Personal,197609.8,7.68,24,2022-12-07,Active
1166,8865,854,Auto,115833.09,10.09,24,2024-01-30,Active
1167,6622,859,Auto,164028.82,5.22,48,2022-08-10,Active
1168,4193,703,Mortgage,434026.68,8.74,360,2022-01-05,Active
1169,3353,489,Personal,346764.56,6.01,24,2026-02-17,Active
1170,5195,489,Personal,294378.36,6.97,60,2024-08-10,Active
1171,3720,704,Student,352128.63,5.34,36,2021-06-19,Paid
1172,3482,125,Auto,248704.22,7.08,48,2022-05-16,Active
1173,4615,489,Mortgage,118292.03,4.27,60,2021-07-16,Active
1174,306,323,Personal,375538.67,10.58,48,2022-06-27,Active
1175,3648,328,Auto,353601.22,9.67,360,2025-03-09,Active
1176,9839,833,Personal,261112.1,8.39,60,2024-11-26,Active
1177,9793,242,Mortgage,296358.24,7.22,48,2023-08-17,Active
1178,6795,195,Student,479332.17,10.73,24,2025-07-16,Paid
1179,9410,444,Student,21228.47,11.8,360,2021-12-01,Active
1180,6658,467,Personal,445834.04,9.69,36,2023-12-08,Paid
1181,8922,263,Personal,281928.57,9.29,48,2022-11-26,Active
1182,7279,263,Mortgage,263055.38,4.01,60,2023-06-13,Active
1183,6062,448,Personal,387761.22,12.26,120,2023-04-01,Paid
1184,7074,132,Personal,201673.88,3.59,60,2022-09-29,Paid
1185,6144,833,Student,486084.95,10.29,12,2021-12-30,Active
1186,957,877,Student,386374.32,11.48,120,2022-03-02,Defaulted
1187,3192,529,Auto,409805.94,11.93,36,2021-12-10,Active
1188,5261,529,Student,101376.4,9.64,12,2026-04-02,Active
1189,8144,259,Student,271468.89,3.73,24,2021-09-23,Defaulted
1190,1124,214,Mortgage,365055.87,6.93,60,2022-06-04,Active
1191,8936,704,Personal,229988.7,7.43,36,2025-01-10,Active
1192,3718,532,Student,40231.74,10.25,360,2024-11-08,Active
1193,9597,350,Student,215044.52,8.59,120,2022-06-13,Defaulted
1194,3133,263,Student,225521.63,11.23,36,2023-04-22,Active
1195,9133,532,Mortgage,405864.34,5.64,48,2025-06-08,Paid
1196,2193,532,Mortgage,41464.06,4.54,12,2025-02-20,Active
1197,7386,127,Auto,148252.35,12.1,48,2022-12-11,Active
1198,1558,242,Auto,398349.34,6.15,12,2026-01-03,Active
1199,6648,877,Mortgage,166581.4,7.9,60,2022-03-28,Active
1200,9252,858,Personal,209986.36,11.18,36,2023-03-06,Active
1201,451,323,Mortgage,244852.95,9.89,360,2023-06-07,Defaulted
1202,9054,859,Mortgage,456006.92,5.33,360,2021-05-17,Active
1203,9634,259,Personal,359185.16,6.48,12,2025-11-18,Active
1204,2427,448,Personal,172721.26,8.63,36,2023-05-20,Active
1205,2171,130,Personal,196561.97,9.98,60,2022-02-21,Active
1206,2115,467,Auto,104682.88,8.97,120,2023-07-20,Paid
1207,6724,132,Student,473277.18,5.87,48,2024-06-16,Active
1208,3019,127,Personal,348934.27,3.84,120,2022-09-10,Active
1209,5718,263,Personal,133731.12,10.72,48,2023-06-09,Active
1210,1746,658,Mortgage,160317.44,7.02,36,2025-06-26,Active
1211,5740,194,Mortgage,267117.03,11.73,120,2025-11-08,Active
1212,6458,125,Auto,109179.51,6.78,24,2021-06-03,Active
1213,7371,130,Mortgage,210911.88,11.84,36,2023-01-28,Active
1214,4290,381,Personal,92021.63,6.93,36,2023-12-09,Active
1215,2815,854,Mortgage,254673.3,11.69,24,2024-08-04,Active
1216,7377,199,Mortgage,250255.15,4.04,24,2023-02-26,Active
1217,213,263,Auto,248125.9,6.46,48,2022-12-24,Active
1218,6708,323,Student,226803.56,11.93,60,2022-11-06,Active
1219,7266,199,Mortgage,479270.83,5.06,60,2025-09-09,Paid
1220,6115,617,Personal,254550.2,3.68,360,2025-01-29,Paid
1221,2567,925,Student,122883.72,10.05,48,2023-07-24,Active
1222,9497,242,Auto,238681.39,11.68,36,2022-08-13,Active
1223,6483,381,Personal,118692.59,4.54,120,2024-05-30,Active
1224,7195,132,Student,104063.32,10.15,60,2024-11-09,Paid
1225,9513,199,Auto,59573.96,6.48,60,2024-01-12,Paid
1226,7082,195,Auto,179612.52,11.43,24,2024-09-28,Active
1227,4321,242,Personal,341672.34,11.01,48,2026-01-04,Paid
1228,3697,765,Student,186355.57,10.29,24,2024-08-26,Active
1229,2051,716,Mortgage,22124.26,12.29,12,2024-10-31,Active
1230,6152,130,Student,483580.8,7.69,60,2025-10-31,Active
1231,1803,328,Mortgage,305643.04,9.04,36,2021-08-07,Defaulted
1232,7099,350,Student,50005.93,5.89,12,2024-02-24,Paid
1233,711,559,Auto,449197.09,9.38,36,2026-01-08,Defaulted
1234,1014,448,Student,286941.14,11.52,48,2021-08-28,Paid
1235,8423,854,Auto,138441.11,6.12,36,2021-07-30,Active
1236,4374,194,Mortgage,484345.51,7.64,36,2021-09-25,Paid
1237,8584,127,Auto,291210.28,5.66,36,2024-05-17,Active
1238,6628,132,Student,143689.6,11.17,360,2026-01-15,Active
1239,2889,350,Auto,284707.29,12.11,60,2026-03-17,Active
1240,5452,559,Mortgage,38475.68,9.58,120,2024-04-14,Active
1241,320,328,Mortgage,117564.58,4.17,24,2023-02-21,Paid
1242,9684,559,Mortgage,110109.75,9.37,360,2025-12-10,Active
1243,5992,559,Personal,167827.91,4.45,36,2022-04-18,Active
1244,1111,194,Auto,398951.91,5.87,24,2024-02-05,Active
1245,5169,674,Student,310267.16,4.49,360,2025-04-20,Paid
1246,9205,467,Personal,490830.23,11.91,12,2024-06-24,Active
1247,9949,444,Mortgage,206288.75,10.84,48,2021-10-06,Paid
1248,7176,323,Student,483660.29,7.8,24,2022-02-05,Active
1249,35,189,Student,159428.81,5.69,120,2023-12-25,Defaulted
1250,654,529,Mortgage,235007.8,4.79,12,2023-08-09,Active
1251,202,833,Mortgage,129366.5,11.77,360,2023-03-11,Active
1252,2569,818,Auto,146482.74,9.6,60,2025-12-07,Active
1253,8200,467,Student,13168.51,9.67,48,2024-02-22,Active
1254,9815,859,Mortgage,144553.12,11.28,120,2025-03-04,Active
1255,4101,765,Student,268086.7,10.11,360,2025-11-28,Active
1256,2955,214,Mortgage,276803.5,7.63,36,2022-03-20,Active
1257,9330,877,Personal,90406.44,8.73,48,2026-01-27,Active
1258,8842,320,Auto,295119.73,9.82,24,2021-09-24,Active
1259,1856,195,Mortgage,118826.45,4.56,24,2025-05-27,Active
1260,1539,792,Personal,411477.44,6.68,60,2025-03-04,Active
1261,9958,259,Mortgage,135470.73,4.6,60,2023-08-22,Defaulted
1262,2345,877,Student,109471.61,9.6,60,2022-03-21,Active
1263,5378,529,Student,209615.98,4.58,60,2023-09-17,Active
1264,4839,350,Student,297825.75,6.4,24,2025-10-28,Paid
1265,4331,189,Auto,489893.22,9.6,60,2025-09-24,Active
1266,630,323,Mortgage,297757.77,5.1,120,2022-04-14,Active
1267,5934,754,Student,414507.3,5.04,120,2024-04-07,Active
1268,2010,833,Student,95553.83,10.65,36,2022-04-13,Defaulted
1269,7990,617,Mortgage,88698.75,4.4,48,2023-10-27,Paid
1270,2911,132,Student,77734.5,10.35,120,2023-08-14,Active
1271,3363,204,Student,416317.02,5.13,48,2024-12-12,Active
1272,1982,792,Personal,458843.72,10.14,48,2024-10-07,Active
1273,3978,858,Mortgage,497976.38,5.35,12,2022-02-05,Active
1274,6053,990,Mortgage,69647.41,11.54,120,2024-03-18,Active
1275,3840,928,Mortgage,496513.46,7.49,60,2023-06-17,Active
1276,1665,263,Student,193899.26,9.31,60,2022-04-02,Active
1277,2535,323,Student,54738.91,6.41,48,2025-03-04,Active
1278,8982,881,Mortgage,353518.58,7.77,36,2022-02-07,Paid
